Date,Alternatives - Global Macro,Alternative - Liquid Alts,Alternatives - Hedge Funds,Cash,Commodities - Commodities ex Precious Metals,Commodities - Gold,Equity - Asia ex Japan (USD),Equity - EU (USD),Equity - Japan (USD),Equity - China A (USD),Equity - US Large Cap,Equity - US Large Cap Growth,Equity - US Large Cap Value,Equity - US Small Cap,Equity - Global ex US (USD),Equity - EM (USD),Fixed Income -Mortgage-Backed Assets,Fixed Income - US High Yield,Fixed Income - US Investment Grade,Fixed Income - EM (USD),Fixed Income - US Treasury,Fixed Income - EUR Treasury,Fixed Income - EM Local CCY (USD Hedge),Fixed Income - GBP Gilts,Finxed Income - CAD,Fixed Income - AUD,Fixed Income - JPY,Fixed Income - MUST DELETE,Equity - Preferred Stock,Equity - REIT,Fixed Income - Aggregate,Fixed Income - Short Duration,Fixed Income - Sovereign & Agency,Fixed Income - Municipals,Equity - Emerging Markets,Fixed Income - China Treasury
1995-02,,,,,,0.61453,8.35175,1.96214,-6.858,,3.89709,3.71582,3.35018,4.90623,,,2.55272,3.42856,,,2.15235,,-8.66672,,,3.56989,,,,4.39825,2.46778,,2.45073,2.90762,,
1995-03,,,,,,3.94708,-0.06371,4.52918,-2.3798,,2.95081,2.48198,2.37003,3.3125,,,0.47131,1.07606,,,0.62719,,7.00095,,,1.18904,,,,3.5228,3.34528,,0.6678,1.14947,,
1995-04,,,,,,-1.03221,-1.38449,3.32787,2.45416,,2.94466,2.76905,3.74393,0.67845,,,1.42162,2.54485,,,1.30687,,5.26083,,,1.53628,,,,-0.64301,1.56374,,1.45545,0.11839,,
1995-05,,,,,,-0.54749,11.24826,1.81237,-5.06412,,3.99673,3.92006,4.31398,1.95215,,,3.15303,2.80335,,,4.03306,,10.59219,,,4.66069,,,,4.86216,3.07932,,4.24515,3.19138,,
1995-06,,,,,,-0.05533,-1.56185,0.6883,-4.06305,,2.32274,3.57184,0.83437,5.71444,,,0.56847,0.63594,,,0.76717,,-2.53684,,,-0.47758,,,,0.33797,0.68581,,0.64595,-0.87481,,
1995-07,,,,,,-0.47155,1.87762,5.76614,11.96359,,3.31626,3.1883,3.47885,7.36156,,,0.1723,1.26384,,,-0.36782,,0.56889,,,-0.25507,,,,3.93279,0.46756,,-0.39996,0.94774,,
1995-08,,,,,,0.08282,-4.61207,-4.01689,6.56995,,0.25143,-0.35084,1.14017,1.37755,,,1.03502,0.31202,,,1.17539,,3.53351,,,2.70891,,,,-1.65373,-1.21804,,1.37281,1.26837,,
1995-09,,,,,,0.32558,1.19273,2.37285,1.98165,,4.22022,5.74373,4.28155,2.4722,,,0.87956,1.22925,,,0.96319,,2.11811,,,2.28721,,,,2.65842,1.85541,,1.07784,0.63256,,
1995-10,,,,,,-0.0975,-1.71895,-1.03406,-1.56085,,-0.35745,1.26794,-0.52225,-3.09283,,,0.88966,0.617,,,1.52268,,-1.15802,,,-0.21866,,,,-0.96427,1.19347,,1.39446,1.45411,,
1995-11,,,,,,1.12544,-2.2698,0.62102,5.69773,,4.38985,3.63206,4.8666,4.03073,,,1.14298,0.88195,,,1.55874,,6.83672,,,3.33664,,,,2.35216,1.19068,,1.74382,1.65897,,
1995-12,,,,,,0.29491,4.94471,3.12248,7.16847,,1.92619,0.80277,3.20968,0.42624,,,1.24902,1.5717,,,1.41754,,7.80122,,,0.66419,,,,3.24313,1.44435,,1.43122,0.96138,,
1996-01,,,,,,5.24042,7.77214,1.67719,2.656,,3.40363,4.03271,3.4362,0.4879,,,0.75364,1.75957,,,0.61373,,6.9212,,,1.20434,,,,7.82828,-0.38481,,0.55744,0.75501,,
1996-02,,,,,,-1.39921,1.0918,1.52548,-3.02188,,0.92714,0.98908,0.66537,4.61608,,,-0.83048,0.07967,,,-2.03708,,-4.07057,,,-1.87338,,,,-0.18777,-0.91055,,-2.13079,-0.6754,,
1996-03,,,,,,-1.02115,0.73285,0.2292,5.45482,,0.96253,-0.16198,1.50811,1.61364,,,-0.36136,-0.06789,,,-0.83539,,3.27663,,,-0.55233,,,,-0.54521,-0.3063,,-0.69033,-1.27778,,
1996-04,,,,,,-0.78818,3.60218,1.32343,4.14233,,1.47438,1.65272,0.16809,6.07704,,,-0.28208,0.22022,,,-0.63832,,5.0933,,,1.55351,,,,1.84055,-0.46366,,-0.6773,-0.2833,,
1996-05,,,,,,-0.01441,-1.12302,1.38518,-1.61784,,2.57893,4.16064,1.38882,3.34397,,,-0.29153,0.60076,,,-0.16747,,1.77549,,,0.03963,,,,1.24119,0.09541,,-0.20637,-0.03771,,
1996-06,,,,,,-2.85795,-1.4884,0.67168,2.37448,,0.38149,1.56098,0.07025,-4.72421,,,1.37653,0.82722,,,1.29092,,1.96613,,,0.70911,,,,0.69098,1.17746,,1.47456,1.08895,,
1996-07,,,,,,2.0943,-7.3847,-1.04857,-6.81656,,-4.41801,-5.06767,-3.30422,-9.81702,,,0.36694,0.46552,,,0.24713,,-0.80807,,,3.51271,,,,-2.02272,1.3023,,0.31012,0.90619,,
1996-08,,,,,,-0.03242,3.02051,2.83724,-2.29824,,2.10942,1.43897,2.21885,6.57951,,,-0.00142,1.08042,,,-0.22329,,1.14051,,,1.64925,,,,3.64679,0.19694,,-0.31799,-0.02375,,
1996-09,,,,,,-2.32547,1.71812,2.69537,6.36784,,5.62848,7.67279,4.12477,6.71319,,,1.6744,2.41008,,,1.65966,,3.22186,,,1.74586,,,,3.97185,1.09194,,1.85202,1.39792,,
1996-10,,,,,,0.06483,-1.89605,2.65117,-4.16179,,2.75808,1.34416,4.4628,-3.19202,,,1.96164,0.76894,,,2.20008,,0.25293,,,2.21561,,,,2.54089,2.1873,,2.36645,1.13124,,
1996-11,,,,,,-1.15793,4.72373,5.52521,2.36682,,7.55869,8.17364,7.71897,4.3291,,,1.43126,1.97256,,,1.73936,,2.47464,,,1.18624,,,,6.87654,1.5644,,1.93779,1.82991,,
1996-12,,,,,,-1.11458,-0.34652,2.39404,-4.46979,,-1.98148,-2.06581,-1.68111,-0.16523,,,-0.52357,0.71597,,,-1.02063,,-5.89314,,,0.135,,,,1.83858,-0.6921,,-1.08388,-0.42154,,
1997-01,,,,,,-6.33799,2.06699,0.07112,-6.05531,,6.24751,8.03797,5.65315,3.60152,,,0.74256,0.97638,,,0.11128,,2.41581,,,0.59602,,,,0.26294,-1.61392,0.511,0.40459,0.18917,,
1997-02,,,,,,5.93381,0.85489,1.44003,2.13505,,0.78377,-0.09326,1.36634,-4.86087,,3.22788,0.33345,1.65398,,,0.13709,,-0.19566,,,-0.64186,,,,1.37958,-0.46868,0.24873,0.24345,0.91848,,
1997-03,,,,,,-3.22153,-5.64942,2.96654,-0.34503,,-4.10883,-5.32175,-3.85308,-7.05904,,-0.49517,-0.94185,-1.4894,,,-1.0582,,0.49556,,,-0.59277,,,,-3.55321,-0.93643,-0.00794,-1.10544,-1.33307,,
1997-04,,,,,,-3.19612,-1.49469,-0.73577,6.49552,,5.96989,8.2073,4.98146,0.20607,,-0.35472,1.59463,1.05453,,,1.44348,,3.2134,,,1.62465,,,,-0.3126,0.22687,0.80891,1.51579,0.83742,,
1997-05,,,,,,1.47934,4.52403,3.97839,2.58253,,6.08832,6.59675,5.44539,12.29785,,2.63046,0.97866,2.13943,,,0.86261,,-0.14175,,,2.49113,,,,7.54102,1.77311,0.68033,0.90924,1.50378,,
1997-06,,,,,,-3.09699,3.65983,4.60187,6.14322,,4.48018,4.45022,4.55757,3.13938,,5.5345,1.16646,1.38684,,,1.12204,,1.38801,,,2.1529,,,,0.31449,1.08028,0.68649,1.22344,1.06524,,
1997-07,,,,,,-2.65304,0.83648,5.08475,0.77743,,7.95676,8.60627,7.57135,8.56981,,4.11496,1.8846,2.74585,,,2.83842,,0.82452,,,2.86261,,,,2.40531,0.46102,1.08099,2.93181,2.77008,,
1997-08,,,,,,0.05022,-17.73457,-5.29442,-6.66954,,-5.60217,-7.45756,-4.73758,0.77876,,-1.18199,-0.23764,-0.22648,,,-0.98875,,-2.04701,,,0.15986,,,,-0.52053,-0.22945,0.12107,-1.04729,-0.93671,,
1997-09,,,,,,3.36124,-0.44759,9.72659,-0.72389,,5.47666,4.8717,5.96611,6.34923,,-0.04924,1.26828,1.98176,,,1.50386,,11.28905,,,2.13029,,,,4.3205,2.02802,0.74472,1.49936,1.18671,,
1997-10,,,,,,-6.96182,-22.2326,-5.49075,-9.2292,,-3.33972,-3.22879,-2.66759,-5.48712,,-7.06594,1.10872,0.08904,,,1.72987,,-12.47464,,,0.95682,,,,-14.47978,1.81865,0.71731,1.40611,0.64332,,
1997-11,,,,,,-4.34721,-6.85702,1.43396,0.05075,,4.62923,5.36786,4.95521,-1.26464,,-4.35588,0.32822,0.95529,,,0.5122,,-8.31222,,,-0.65079,,,,-1.60492,-0.5434,0.24213,0.45961,0.588,,
1997-12,,,,,,-2.45005,-3.73171,3.44996,-3.31994,,1.71737,1.06448,2.47334,0.49045,,-2.11491,0.91123,0.8773,,,1.0454,,7.05509,,,1.05889,,,,-1.76269,0.1973,0.67557,0.7134,1.45857,,
1998-01,,,,,,4.97256,-8.64579,4.25573,6.83867,,1.10608,4.5862,-1.1493,-1.50629,,-0.02545,0.99492,1.80009,0.45,,1.49602,,2.05942,,,1.15478,,,,-3.62562,0.94921,0.95688,1.3243,1.03213,,
1998-02,,,,,,-1.08388,21.20354,7.63215,0.54282,,7.21253,6.9365,6.75756,9.17218,,4.48264,0.21154,0.58569,0.30861,,-0.27123,,1.28605,,,0.45726,,,,7.07077,0.55017,0.11418,-0.15198,0.03049,,
1998-03,,,,,,0.92093,-1.47198,7.90332,-1.1001,,5.12082,3.92095,6.59965,4.09533,,3.40203,0.42341,0.93832,0.6848,,0.28311,,2.33225,,,1.10853,,,,-0.00775,-0.25866,0.43117,0.39574,0.08786,,
1998-04,,,,,,1.94303,-8.76473,2.40862,-0.86585,,1.00608,1.39273,1.27418,1.6238,,-0.48917,0.56583,0.39498,0.78857,,0.45015,,0.70605,,,0.06125,,,,-3.10405,1.24177,0.48657,0.51546,-0.45103,,
1998-05,,,,,,-4.454,-15.2608,1.8778,-0.38597,,-1.71879,-2.43144,-1.06726,-6.43852,,-5.89653,0.66472,0.34769,0.9291,,1.02682,,-2.3456,,,2.31996,,,,-4.77424,0.69947,0.54026,1.0181,1.58307,,
1998-06,,,,,,1.46825,-11.22332,1.21458,1.99116,,4.06189,7.15555,1.74489,2.00031,,-4.81127,0.47684,0.35925,0.30039,,1.13686,,-3.51053,,,-0.60423,,,,-2.82651,0.19077,0.50537,1.0377,0.394,,
1998-07,,,,,,-3.53818,-2.5372,1.4897,3.02119,,-1.06484,0.27312,-0.03471,-5.44171,,0.94667,0.50702,0.56873,-0.30915,,0.15486,,-0.17507,,,0.7975,,,,-5.6878,0.59076,0.48464,0.11083,0.25075,,
1998-08,,,,,,-3.58108,-14.39948,-12.11714,-13.22031,,-14.45772,-14.00686,-15.29082,-22.42642,,-20.12603,0.90731,-5.51791,-1.35672,,2.6015,,-29.78187,,,-2.34967,,,,-10.63298,2.09678,1.09944,1.57945,1.54536,,
1998-09,,,,,,7.63094,9.9152,-3.35068,-6.02067,,6.40604,7.70958,5.69047,10.57808,,-3.43054,1.20716,0.45322,2.52481,,2.69572,,8.03934,,,5.50647,,,,5.90995,4.73497,1.17341,2.41227,1.2461,,
1998-10,,,,,,-1.43709,21.73853,7.14785,0.4033,,8.1342,8.19117,8.38417,6.5652,,3.76375,-0.12876,-2.05025,-2.63511,,-0.34069,,4.90536,,,1.22001,,,,9.51776,1.28002,0.32379,-0.47535,-0.00249,,
1998-11,,,,,,0.1124,8.07204,5.5535,10.19954,,6.06079,7.80122,5.22826,8.30858,,5.30334,0.49811,4.14941,3.68074,,0.03398,,-1.7423,,,-0.16605,,,,2.98529,-0.60503,0.10317,0.57029,0.35107,,
1998-12,,,,,,-1.6244,2.07904,4.63563,-4.5899,,5.76252,8.71622,3.57642,14.09469,,2.26378,0.4245,0.11009,0.41766,,0.22337,,-1.14242,,,0.39861,,,,-1.42201,1.54658,0.39905,0.33314,0.25217,,
1999-01,,,,,,-0.71155,-1.59246,-0.34589,4.13186,,4.1816,6.53341,2.3255,3.99128,-0.19582,-2.1884,0.71187,1.48564,1.38955,,0.58028,,-1.24778,,,0.3142,,,,-2.62594,-0.39519,0.44133,0.62875,1.18865,,
1999-02,,,,,,0.38138,-1.94701,-2.71437,0.15288,,-3.10787,-4.49699,-1.04401,-7.73561,-2.32316,-0.8377,-0.39551,-0.5896,-2.16297,,-2.37818,,3.33118,,,-1.71982,,,,-0.53331,-2.97343,-0.25944,-1.82533,-0.43694,,
1999-03,,,,,,-2.42083,11.98552,1.50538,14.09038,,4.00085,5.20255,2.3675,5.18442,4.95967,6.4726,0.67144,0.95339,0.85763,,0.39225,,3.49475,,,0.63449,,,,2.97087,0.13324,0.72693,0.47197,0.13878,,
1999-04,,,,,,2.45832,18.27675,3.38983,5.40156,,3.87255,-0.84017,9.28433,7.34511,4.99205,10.40676,0.46113,1.93817,0.60469,,0.22714,,2.02739,,,0.56139,,,,9.86388,-0.10095,0.36432,0.25623,0.24897,,
1999-05,,,,,,-5.75044,-2.16191,-4.30328,-3.23141,,-2.36137,-3.48454,-1.77759,-0.06606,-4.60522,-0.26305,-0.5586,-1.35373,-1.55898,,-0.87738,,3.09251,,,-1.72058,,,,-2.25649,-1.456,-0.02772,-0.85191,-0.5789,,
1999-06,,,,,,-2.67716,15.63145,2.14133,9.24611,,5.54974,7.00802,3.69795,6.93762,4.63212,11.12684,-0.35223,-0.21294,-0.71551,,-0.20346,,1.00204,,,-0.45734,,,,2.23133,-1.44955,0.27991,-0.18617,-1.4399,,
1999-07,,,,,,-2.36883,-2.20299,0.62893,4.95877,,-3.12247,-3.17593,-3.11099,-4.04677,2.27402,-2.02743,-0.67808,0.40125,-0.81676,,-0.14502,,2.29384,,,0.78134,,,,-1.29168,1.53708,0.27394,-0.47346,0.36403,,
1999-08,,,,,,-0.1576,2.47287,1.45833,-4.92445,,-0.49473,2.1562,-3.85588,-1.21496,0.36225,-0.12643,-0.00349,-1.1045,-0.45534,,-0.00105,,-2.55745,,,-0.17712,,,,-1.00133,-0.15837,0.26716,-0.04325,-0.80033,,
1999-09,,,,,,16.86126,-6.99781,-0.82136,3.77742,,-2.7414,-2.33665,-2.78478,1.31473,0.64931,0.41636,1.62251,-0.72008,0.94404,,0.81142,,5.32522,,,0.89301,,,,-4.20457,1.23163,0.68589,1.05278,0.04118,,
1999-10,,,,,,0.66113,3.21842,3.72671,2.73127,,6.32807,7.52057,6.99415,6.77333,3.63153,1.7754,0.57569,-0.66423,0.67489,,0.16077,,1.16167,,,-1.45596,,,,-1.34796,-0.15208,0.27573,0.36392,-1.08415,,
1999-11,,,,,,-2.51187,9.50664,2.99401,2.6045,,2.03283,4.4674,-0.33908,12.14037,3.94117,6.52208,0.05462,1.17531,0.48841,,-0.13758,,5.59291,,,0.65535,,,,2.67354,-1.09388,0.23326,0.11376,1.06436,,
1999-12,,,,,,-0.71139,8.1043,10.85271,6.92379,,5.88962,9.03073,-0.41912,20.26532,9.47295,8.43208,-0.24453,1.12484,-0.35262,,-0.6471,,5.32484,,,-0.60749,,,,4.87017,-0.34066,0.18685,-0.58235,-0.74526,,
2000-01,,,,,,-1.45238,-0.48521,-6.83446,0.5484,,-5.02424,-5.67039,-2.11749,0.95504,-5.51236,1.44642,-0.8665,-0.43146,-0.03826,,0.13972,,1.18232,,,-0.58196,,,,-4.191,-1.70912,-0.0017,-0.34288,-0.4348,,
2000-02,,,,,,3.2599,-2.09337,5.90671,0.42138,,-1.89297,1.25613,-8.73675,22.20299,2.66446,4.28465,1.1593,0.19381,1.05243,,1.42355,,4.58944,,,2.45029,,,,-3.95788,-0.18579,0.67651,1.13254,1.16032,,
2000-03,,,,,,-4.74932,2.35466,1.91732,1.65601,,9.78291,9.07279,12.23618,-4.2233,3.83739,5.08682,1.09372,-2.10223,0.71956,,1.75524,,6.93089,,,1.62795,,,,5.98042,1.99981,0.58354,1.04898,2.18648,,
2000-04,,,,,,-1.94566,-9.17314,-4.50704,-1.85451,,-3.00862,-3.51281,-1.82704,-11.84289,-5.57012,-4.26602,0.0686,0.16032,-1.30664,,-0.27648,,-0.54368,,,0.36445,,,,0.00718,-2.44256,0.23441,-0.25952,-0.5914,,
2000-05,,,,,,-0.41378,-8.69642,-1.04344,-4.92608,,-2.05169,-4.50058,0.76381,-9.70351,-2.49007,-1.72436,0.04608,-1.02544,-0.54291,,0.06422,,-3.3037,,,1.28642,,,,-3.26986,0.46045,0.3558,-0.27426,-0.51977,,
2000-06,,,,,,6.58856,5.28416,1.94974,5.67783,,2.46531,6.87512,-4.93896,13.52552,4.24287,3.99639,2.1377,2.03641,2.68148,,1.78364,,1.25356,,,-0.29459,,,,7.10424,2.53521,1.08193,2.21423,2.64827,,
2000-07,,,,0.472,,-4.39222,-4.27567,-1.78836,-7.47858,,-1.56342,-3.75176,0.82078,-5.93604,-4.00484,0.33426,0.64229,0.76292,1.48293,,0.96776,,3.80152,,,0.10871,0.54,,,4.54078,-0.99646,0.68914,0.88996,1.39226,-4.19342,
2000-08,,,,0.50661,,0.14027,-0.73985,-1.17608,4.33253,,6.21144,7.88713,5.33489,16.26287,1.2405,3.31985,1.51572,0.684,1.41531,,1.47887,,4.63985,,,-3.27718,-1.03441,,,2.67164,-0.4421,0.77764,1.53173,1.54051,-0.08955,
2000-09,,,,0.53277,,-1.3624,-11.46031,-4.57912,-3.15529,,-5.27933,-10.40332,0.89805,-5.34102,-5.57171,-2.993,1.03665,-0.87371,0.65247,,0.28521,,0.33077,,,6.83114,0.39196,,,0.14292,0.28345,0.78543,0.76778,-0.51921,-9.35217,
2000-10,,,,0.50237,,-3.26487,-7.86524,-1.15656,-4.17641,,-0.42276,-4.2657,2.67953,-10.3197,-3.25111,-3.4853,0.71811,-3.2031,0.20708,,0.95644,,-2.96712,,,0.82994,0.42046,,,-5.10658,-0.81025,0.47741,0.82208,1.09126,-6.45256,
2000-11,,,,0.56259,,2.11795,-3.86842,-4.84098,-2.17111,,-7.88395,-13.24229,-4.66942,-24.12356,-4.54537,-1.63278,1.50425,-3.96032,1.44654,,1.96616,,-1.41414,,2.22457,2.17537,1.14645,,,1.52728,1.71923,0.97192,1.79649,0.75589,-9.50028,
2000-12,,,,0.60914,,0.5897,-0.15727,6.66364,-2.56492,,0.48944,-4.80454,3.46752,4.33961,3.35084,0.65956,1.61015,1.93172,1.69161,,1.99353,,3.19952,,0.7624,2.03751,0.03942,,,8.80028,2.87609,1.18555,2.26622,2.47075,3.48803,
2001-01,,,,0.62871,,-2.41713,12.87699,0.25808,1.12373,,3.54791,7.16426,0.70153,6.2597,1.49432,5.11526,1.55694,7.49149,2.70859,,1.0065,,7.93357,,0.38278,1.50979,1.13301,,,1.50561,0.48107,1.33791,1.58558,0.99143,14.16093,
2001-02,,,,0.36582,,0.30981,-4.72425,-9.01753,-3.242,,-9.11817,-16.90841,-3.7826,-20.71835,-7.92139,-0.71169,0.57263,1.33127,1.17867,,1.13699,,-0.21324,,0.90103,0.66918,1.00341,,,-0.12548,0.16712,0.63846,0.98414,0.31702,-8.79528,
2001-03,,,,0.45656,,-3.47776,-11.32257,-7.20646,3.85732,,-6.33506,-10.15214,-3.86799,-14.85278,-7.11362,-1.00203,0.58041,-2.35415,0.66209,,0.35052,,-1.88134,,0.0992,0.57944,0.43403,,,-6.33741,-2.05168,0.84587,0.47796,0.89618,-10.68601,
2001-04,,,,0.4077,,2.35463,0.14965,7.6746,5.81454,,7.77105,11.83153,4.64463,17.41289,6.74448,0.71148,0.13878,-1.24546,-0.2581,,-1.02074,,-0.34163,,-1.00757,-1.56121,-0.02881,,,2.4802,-0.11969,0.31797,-0.51894,-1.08305,5.65798,
2001-05,,,,0.38608,,0.89783,-0.15358,-5.19674,-3.80971,,0.66999,-1.68501,1.98421,0.18305,-2.83484,1.96456,0.663,1.80061,0.96828,,0.33004,,5.53627,,0.2864,-0.64604,0.69164,,,0.90633,0.18897,0.62329,0.55269,1.07598,2.86571,
2001-06,,,,0.30218,,1.9371,-2.39652,-3.688,-0.88185,,-2.43386,-2.81904,-2.61011,-0.469,-3.87339,1.20012,0.21393,-2.80506,0.81019,,0.46017,,1.48605,,-0.00164,0.4386,0.24804,,,2.52011,-0.70387,0.37015,0.35203,0.6685,-1.57817,
2001-07,,,,0.33055,,-1.3538,-3.78448,0.37217,-6.99236,,-0.98441,-1.56815,-0.13545,-8.1267,-2.23706,-1.52179,1.77502,1.47185,3.13269,,2.40099,,-13.05461,,1.71641,-0.06855,-0.46631,,,-1.80631,2.29337,1.21698,2.14167,1.48269,-7.63772,
2001-08,,,,0.28616,,3.01297,-1.563,-2.82776,-7.10534,,-6.26017,-8.36888,-4.89076,-7.76414,-2.50559,0.95569,0.88271,1.1791,1.53467,,1.24188,1.86,8.06645,,2.16914,3.03854,0.01912,,,2.46072,3.01191,0.63947,1.19901,1.64687,-4.02656,
2001-09,,,,0.36137,,6.57562,-15.7162,-10.6041,-8.94164,,-8.07525,-8.6157,-5.99384,-16.7507,-10.63144,-3.78426,1.49778,-6.72031,-0.62652,,1.74023,-0.6774,-1.70322,,1.12874,1.23283,-0.00956,,,-10.37668,0.77383,1.50872,1.82186,-0.33527,-13.96027,
2001-10,,,,0.29647,,-4.396,5.39318,3.57769,2.69467,,1.9069,4.23963,-1.41634,11.05879,2.80399,2.16239,1.38274,2.47338,2.2618,,2.58075,-1.53208,-6.0992,,3.11881,1.81699,0.34417,,,-1.05097,0.90314,1.03502,2.29798,1.19016,5.51056,
2001-11,,,,0.1865,,-2.04925,13.3722,4.23522,1.85811,,7.67063,9.37087,5.33204,9.51898,4.56567,3.89463,-0.92422,3.64802,-1.91893,,-2.24337,-2.19835,-7.35342,,-1.01163,-1.65299,-0.21913,,,5.02313,-1.16314,-0.37533,-1.60617,-0.84174,9.33188,
2001-12,,,,0.14613,,1.64358,8.31456,2.61452,-0.51444,,0.87606,-1.01158,1.61672,4.05413,1.28389,2.61789,-0.37672,-0.40794,-0.59716,,-0.87043,-12.73735,-8.97774,,-0.44648,-1.21862,0.10503,,,1.97704,-2.0868,0.00651,-0.61578,-0.94645,7.22886,
2002-01,,,,0.14313,-0.56979,1.28588,3.99772,-5.18448,-5.64269,,-1.45932,-1.44694,-1.51263,-4.30371,-4.29182,2.668,0.92594,0.69615,1.01178,,0.64796,-0.01176,8.27134,,0.0513,-0.0591,-0.67722,0.9739,,-1.03647,-0.89808,0.28417,0.65466,1.73417,1.83878,
2002-02,,,,0.16055,2.2406,5.16052,0.74225,-0.37169,4.3284,,-1.92854,-3.82701,-0.46662,-6.56221,0.71228,2.1775,1.13812,-1.39545,0.77471,,0.92313,1.14104,4.11277,,0.69674,0.68002,0.17286,0.63046,,1.2328,0.67178,0.46794,1.0511,1.2058,1.20657,
2002-03,,,,0.15381,11.15689,2.03644,6.71239,5.30499,4.91945,,3.76093,2.58729,4.56653,8.68003,5.38417,2.64529,-1.0594,2.40676,-1.75493,,-2.17515,1.59339,-2.84383,,-2.11602,-1.14529,0.73818,1.13177,,5.1829,-0.59116,-0.54901,-1.76427,-1.96037,5.37793,
2002-04,,,,0.14895,-0.09004,1.97291,1.01255,-1.11248,2.75172,,-6.06278,-8.79153,-4.90778,-4.55893,0.59567,1.22476,1.89373,1.56,1.67562,,2.38284,0.36634,2.05295,,1.29233,1.61159,0.30453,1.14655,,2.91786,2.95986,1.10264,2.1996,1.95458,1.18344,
2002-05,,,,0.14134,-2.47295,5.7298,-2.25848,-0.71085,2.93393,,-0.73672,-2.29045,0.80327,-4.72604,1.00847,-0.08734,0.72573,-0.51684,0.94061,,0.59949,-0.93533,0.60203,,1.00218,-0.35813,0.17078,1.26883,,3.01448,2.24031,0.53674,0.70979,0.60797,-2.00952,
2002-06,,,,0.17896,2.64383,-4.02456,-4.96753,-3.36577,-8.59535,,-7.12298,-8.84265,-6.32538,-10.05694,-4.35486,-2.31189,0.82474,-7.3735,-0.40046,,1.39893,-5.59586,-2.62236,,0.96905,1.49392,0.52093,-0.48833,,-0.54847,3.48369,0.74615,1.30158,1.05695,-6.24962,
2002-07,,,,0.12431,-0.17717,-3.29529,-3.79461,-11.00982,-6.87319,,-7.79544,-4.43768,-9.09399,-11.27617,-9.75676,-1.61452,1.14446,-4.36822,-0.65723,,2.19573,-5.34212,-0.70947,,1.35301,1.15876,0.0848,-0.64224,,-5.00867,0.89744,0.99431,1.86837,1.28553,-6.35407,
2002-08,,,,0.13703,4.21048,2.99084,-1.77028,0.03797,-1.90917,,0.65654,0.45213,0.58804,-0.40568,-0.0167,0.7242,0.78632,2.85207,2.81756,,1.98134,6.70017,1.40895,,1.55974,1.10262,0.85671,-0.52234,,-1.36275,1.63135,0.61193,1.80106,1.20197,1.95325,
2002-09,,,,0.17634,3.81528,3.74569,-11.01019,-13.99025,-1.71009,,-10.86795,-10.9467,-11.53817,-6.82619,-10.62135,-0.63676,0.70991,-1.3129,2.14232,,2.34517,-5.45828,3.72649,,1.32797,2.1011,-0.03734,0.26186,,-4.02368,1.10506,0.7365,1.7746,2.19116,-8.7124,
2002-10,,,,0.1476,-0.96648,-1.95584,5.07668,10.56701,-6.16226,,8.80164,9.52177,9.17171,5.44145,5.35695,0.70995,0.38249,-0.87299,-1.56377,,-0.80419,5.18585,7.88366,,-0.22822,-0.16149,0.74704,-0.72728,,-1.33439,-0.28322,0.32976,-0.23922,-1.65841,5.60986,
2002-11,,,,0.14647,0.38224,-0.33114,5.313,5.19887,4.18745,,5.88591,4.85407,6.30111,8.24322,4.79575,1.901,-0.07128,6.19483,0.44421,,-0.86113,4.89375,2.62948,,0.1588,-0.05315,0.02781,0.08395,,3.78869,0.26002,0.00823,-0.53288,-0.41536,6.37505,
2002-12,,,,0.0969,4.44837,9.68241,-6.09481,-3.75809,-5.66555,,-5.8748,-7.12231,-5.11581,-6.20217,-3.23984,-0.07814,1.04439,1.39791,3.34308,,2.42305,2.65108,1.3221,,1.8566,2.74432,0.28725,0.93639,,0.48821,4.05378,0.96948,2.18579,2.10942,-0.65476,
2003-01,,-0.43,,0.09406,8.01682,5.84043,0.8198,-4.88217,-2.87977,,-2.61962,-2.78902,-2.27994,-1.52108,-3.51922,1.02133,0.24402,3.32924,0.6818,,-0.25062,2.71794,3.96572,,-0.86671,0.18677,0.51742,0.16408,,-2.12896,1.12351,0.24871,-0.17301,-0.25289,-0.15219,
2003-02,,-0.22095,,0.08211,4.1897,-5.00777,-4.03597,-2.94333,-0.76153,,-1.5004,-0.35423,-3.06941,-2.52984,-2.04629,0.90134,0.67029,1.23326,2.21166,,1.61327,2.3935,2.85878,,0.69511,1.06237,0.15626,0.37308,,0.49822,1.29304,0.53007,1.49677,1.3981,-0.11549,
2003-03,,0.32209,,0.12854,-7.89216,-3.95812,-4.68438,-1.58427,-4.1124,,0.97089,1.86069,0.09476,1.79757,-2.00917,-0.20613,0.00864,2.87638,-0.21145,,-0.28553,-0.72914,-0.13159,,-0.52267,-0.67339,0.43135,0.23496,,-0.0912,0.25081,0.08765,0.00517,0.05978,-2.15535,
2003-04,,3.48149,,0.11199,-0.84076,0.83786,3.15557,13.86757,-0.10495,,8.23703,7.54217,9.29086,8.0057,9.5354,3.53634,0.41794,5.93297,1.91411,,0.46369,5.37913,4.40008,,1.51049,0.4654,0.48433,0.48264,,4.17386,1.28454,0.3685,0.6002,0.66153,8.74309,
2003-05,,3.80066,,0.09276,5.94907,7.56249,8.62882,6.62175,5.25194,,5.26874,3.82072,5.51012,11.09675,6.28529,3.21641,0.08255,1.03287,3.92266,,2.59583,6.07831,3.0405,,3.3388,1.77947,0.35467,0.34865,,7.57598,3.55405,0.1631,2.2476,2.34147,8.43684,
